wall_time,monotonic,event,mode,engaged,estop,target_deg,commanded_deg,measured_deg,eac_status,eac_error,rx_count_0x370,bus_errors,gear,gear_request,di_vehicle_speed_mph,brake_pedal,brake_state
2026-05-20 20:27:46.398,0.3793,eac_transition:AVAILABLE,slider,0,0,0.00,0.00,2.80,AVAILABLE,OUT_OF_RANGE,3,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:46.683,0.6640,,slider,0,0,0.00,0.00,2.80,AVAILABLE,OUT_OF_RANGE,10,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:47.082,1.0635,,slider,0,0,0.00,0.00,2.80,AVAILABLE,OUT_OF_RANGE,20,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:47.447,1.4284,engage,slider,1,0,2.80,2.80,2.80,AVAILABLE,OUT_OF_RANGE,29,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:47.482,1.4636,,slider,1,0,0.00,2.18,2.80,AVAILABLE,OUT_OF_RANGE,30,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:47.523,1.5040,eac_transition:ACTIVE,slider,1,0,0.00,1.70,2.70,ACTIVE,NONE,31,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:47.886,1.8671,,slider,1,0,0.00,0.11,1.40,ACTIVE,NONE,40,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:48.286,2.2670,,slider,1,0,0.00,0.01,0.50,ACTIVE,NONE,50,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:48.686,2.6672,,slider,1,0,0.00,0.00,0.10,ACTIVE,NONE,60,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:49.086,3.0670,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,70,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:49.486,3.4671,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,80,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:49.886,3.8672,,slider,1,0,0.00,0.00,-0.30,ACTIVE,NONE,90,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:50.286,4.2672,,slider,1,0,0.00,0.00,-0.30,ACTIVE,NONE,100,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:50.686,4.6671,,slider,1,0,0.00,0.00,-0.20,ACTIVE,NONE,110,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:51.086,5.0672,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,120,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:51.486,5.4672,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,130,0,P,P,0.00,released,RELEASED
2026-05-20 20:27:51.886,5.8674,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,140,0,P,P,0.00,released,RELEASED
