wall_time,monotonic,event,mode,engaged,estop,target_deg,commanded_deg,measured_deg,eac_status,eac_error,rx_count_0x370,bus_errors,gear,gear_request,di_vehicle_speed_mph,brake_pedal,brake_state
2026-05-18 21:21:38.155,0.2621,eac_transition:AVAILABLE,slider,0,0,6.48,0.00,1.20,AVAILABLE,OUT_OF_RANGE,4,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:38.396,0.5031,,slider,0,0,6.48,2.19,1.20,AVAILABLE,OUT_OF_RANGE,10,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:38.787,0.8935,,slider,0,0,0.00,1.23,1.20,AVAILABLE,OUT_OF_RANGE,20,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:39.187,1.2936,,slider,0,0,0.00,4.15,1.20,AVAILABLE,OUT_OF_RANGE,30,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:39.473,1.5800,engage,slider,1,0,1.20,1.20,1.20,AVAILABLE,OUT_OF_RANGE,37,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:39.551,1.6584,eac_transition:ACTIVE,slider,1,0,0.00,1.40,1.20,ACTIVE,NONE,39,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:39.590,1.6967,,slider,1,0,0.00,1.09,1.20,ACTIVE,NONE,40,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:39.991,2.0978,,slider,1,0,6.48,2.39,2.10,ACTIVE,NONE,50,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:40.391,2.4984,,slider,1,0,0.00,3.05,3.30,ACTIVE,NONE,60,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:40.792,2.8989,,slider,1,0,6.48,2.99,2.50,ACTIVE,NONE,70,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:41.190,3.2965,,slider,1,0,6.48,2.99,2.40,ACTIVE,NONE,80,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:41.590,3.6968,,slider,1,0,6.48,3.34,2.70,ACTIVE,NONE,90,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:41.990,4.0971,,slider,1,0,6.48,1.03,2.30,ACTIVE,NONE,100,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:42.390,4.4973,,slider,1,0,6.48,3.01,2.30,ACTIVE,NONE,110,0,P,P,0.00,PRESSED,FAULT
2026-05-18 21:21:42.790,4.8969,,slider,1,0,0.00,2.68,2.50,ACTIVE,NONE,120,0,P,P,0.00,PRESSED,FAULT
