wall_time,monotonic,event,mode,engaged,estop,target_deg,commanded_deg,measured_deg,eac_status,eac_error,rx_count_0x370,bus_errors,gear,gear_request,di_vehicle_speed_mph,brake_pedal,brake_state
2026-05-21 17:58:56.622,0.2961,eac_transition:AVAILABLE,slider,0,0,12.99,5.12,3.20,AVAILABLE,OUT_OF_RANGE,4,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:56.852,0.5262,,slider,0,0,12.99,10.90,3.20,AVAILABLE,OUT_OF_RANGE,10,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:57.273,0.9471,,slider,0,0,12.99,13.01,3.20,AVAILABLE,OUT_OF_RANGE,20,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:57.570,1.2441,engage,slider,1,0,3.20,3.20,3.20,AVAILABLE,OUT_OF_RANGE,27,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:57.615,1.2887,eac_transition:ACTIVE,slider,1,0,12.99,4.35,3.20,ACTIVE,NONE,29,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:57.673,1.3466,,slider,1,0,12.99,7.75,3.50,ACTIVE,NONE,30,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:58.061,1.7354,,slider,1,0,12.99,13.07,10.40,ACTIVE,NONE,40,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:58.463,2.1364,,slider,1,0,12.99,13.53,12.80,ACTIVE,NONE,50,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:58.862,2.5361,,slider,1,0,12.99,12.04,13.30,ACTIVE,NONE,60,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:59.263,2.9365,,slider,1,0,12.99,12.93,12.90,ACTIVE,NONE,70,0,P,P,0.00,released,RELEASED
2026-05-21 17:58:59.663,3.3364,,slider,1,0,12.99,14.18,12.90,ACTIVE,NONE,80,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:00.063,3.7366,,slider,1,0,12.99,13.05,13.10,ACTIVE,NONE,90,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:00.462,4.1359,,slider,1,0,12.99,13.68,13.20,ACTIVE,NONE,100,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:00.862,4.5362,,slider,1,0,12.99,13.05,13.20,ACTIVE,NONE,110,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:01.263,4.9365,,slider,1,0,12.99,12.79,13.10,ACTIVE,NONE,120,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:01.663,5.3364,,slider,1,0,12.99,13.31,13.00,ACTIVE,NONE,130,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:02.062,5.7363,,slider,1,0,12.99,12.24,12.90,ACTIVE,NONE,140,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:02.463,6.1365,,slider,1,0,15.17,12.85,12.60,ACTIVE,NONE,150,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:02.862,6.5361,,slider,1,0,12.99,13.17,12.70,ACTIVE,NONE,160,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:03.262,6.9362,,slider,1,0,12.99,12.38,12.70,ACTIVE,NONE,170,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:03.663,7.3365,,slider,1,0,12.99,13.56,12.70,ACTIVE,NONE,180,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:04.063,7.7366,,slider,1,0,10.82,13.39,12.90,ACTIVE,NONE,190,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:04.463,8.1367,,slider,1,0,12.99,12.31,12.90,ACTIVE,NONE,200,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:04.863,8.5366,,slider,1,0,12.99,13.40,12.80,ACTIVE,NONE,210,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:05.263,8.9367,,slider,1,0,12.99,12.78,12.80,ACTIVE,NONE,220,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:05.663,9.3367,,slider,1,0,12.99,12.48,12.80,ACTIVE,NONE,230,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:06.063,9.7367,,slider,1,0,12.99,13.19,12.80,ACTIVE,NONE,240,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:06.463,10.1367,,slider,1,0,10.82,12.51,12.80,ACTIVE,NONE,250,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:06.863,10.5368,,slider,1,0,15.17,12.61,12.40,ACTIVE,NONE,260,0,P,P,0.00,released,RELEASED
2026-05-21 17:59:07.263,10.9369,,slider,1,0,12.99,12.81,12.40,ACTIVE,NONE,270,0,P,P,0.00,released,RELEASED
