wall_time,monotonic,event,mode,engaged,estop,target_deg,commanded_deg,measured_deg,eac_status,eac_error,rx_count_0x370,bus_errors,gear,gear_request,di_vehicle_speed_mph,brake_pedal,brake_state
2026-05-18 22:07:34.448,0.1446,eac_transition:AVAILABLE,slider,0,0,0.00,-0.00,1.90,AVAILABLE,HANDS_ON,3,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:34.729,0.4263,,slider,0,0,0.00,-0.00,2.20,AVAILABLE,HANDS_ON,10,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:35.131,0.8285,,slider,0,0,0.00,-0.00,2.40,AVAILABLE,HANDS_ON,20,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:35.402,1.0990,engage,slider,1,0,2.40,2.40,2.40,AVAILABLE,HANDS_ON,26,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:35.488,1.1847,eac_transition:ACTIVE,slider,1,0,0.00,1.45,2.40,ACTIVE,NONE,29,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:35.537,1.2336,,slider,1,0,0.00,1.00,2.30,ACTIVE,NONE,30,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:35.937,1.6338,,slider,1,0,0.00,0.05,0.80,ACTIVE,NONE,40,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:36.320,2.0169,,slider,1,0,0.00,0.00,0.20,ACTIVE,NONE,50,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:36.737,2.4338,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,60,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:37.124,2.8215,,slider,1,0,189.91,27.00,6.00,ACTIVE,NONE,70,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:37.525,3.2220,,slider,1,0,-160.70,15.00,34.60,ACTIVE,NONE,80,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:37.924,3.6215,,slider,1,0,0.00,-53.23,-28.50,ACTIVE,NONE,90,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:38.336,4.0327,,slider,1,0,39.64,18.77,-9.10,ACTIVE,NONE,100,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:38.722,4.4188,,slider,1,0,0.00,27.77,43.40,ACTIVE,NONE,110,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:39.136,4.8334,,slider,1,0,0.00,-22.76,-12.60,ACTIVE,NONE,120,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:39.520,5.2173,,slider,1,0,0.00,-1.23,-5.50,ACTIVE,NONE,130,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:39.920,5.6175,,slider,1,0,0.00,-0.06,-1.00,ACTIVE,NONE,140,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:40.321,6.0178,,slider,1,0,0.00,-0.00,-0.20,ACTIVE,NONE,150,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:40.720,6.4165,,slider,1,0,0.00,-0.00,-0.10,ACTIVE,NONE,160,0,P,P,0.00,released,RELEASED
2026-05-18 22:07:41.119,6.8163,,slider,1,0,0.00,-0.00,-0.10,ACTIVE,NONE,170,0,P,P,0.00,released,RELEASED
