wall_time,monotonic,event,mode,engaged,estop,target_deg,commanded_deg,measured_deg,eac_status,eac_error,rx_count_0x370,bus_errors,gear,gear_request,di_vehicle_speed_mph,brake_pedal,brake_state
2026-05-21 19:05:50.657,0.0806,eac_transition:INHIBITED,slider,0,0,0.00,0.00,1.30,INHIBITED,OUT_OF_RANGE,1,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:50.737,0.1611,eac_transition:AVAILABLE,slider,0,0,0.00,0.00,1.30,AVAILABLE,OUT_OF_RANGE,4,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:50.980,0.4036,,slider,0,0,0.00,0.00,1.30,AVAILABLE,OUT_OF_RANGE,10,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:51.110,0.5342,engage,slider,1,0,1.30,1.30,1.30,AVAILABLE,OUT_OF_RANGE,13,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:51.185,0.6084,eac_transition:ACTIVE,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,15,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:51.384,0.8081,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,20,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:51.784,1.2082,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,30,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:52.184,1.6082,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,40,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:52.584,2.0082,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,50,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:52.985,2.4084,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,60,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:53.384,2.8082,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,70,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:53.784,3.2083,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,80,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:54.184,3.6083,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,90,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:54.585,4.0084,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,100,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:54.985,4.4084,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,110,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:55.385,4.8083,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,120,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:55.785,5.2084,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,130,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:56.185,5.6085,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,140,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:56.585,6.0086,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,150,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:56.985,6.4086,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,160,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:57.385,6.8086,,slider,1,0,1.30,1.30,1.30,ACTIVE,NONE,170,0,P,P,0.00,released,RELEASED
2026-05-21 19:05:57.410,6.8335,estop:window closed,slider,0,1,1.30,1.30,1.30,ACTIVE,NONE,171,0,P,P,0.00,released,RELEASED
