wall_time,monotonic,event,mode,engaged,estop,target_deg,commanded_deg,measured_deg,eac_status,eac_error,rx_count_0x370,bus_errors,gear,gear_request,di_vehicle_speed_mph,brake_pedal,brake_state
2026-05-21 19:04:36.968,0.1662,eac_transition:AVAILABLE,slider,0,0,21.60,21.60,14.40,AVAILABLE,HANDS_ON,4,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:37.208,0.4060,,slider,0,0,21.60,21.60,14.40,AVAILABLE,HANDS_ON,10,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:37.509,0.7075,engage,slider,1,0,14.40,14.40,14.40,AVAILABLE,HANDS_ON,17,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:37.573,0.7712,eac_transition:ACTIVE,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,19,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:37.608,0.8062,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,20,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:38.008,1.2060,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,30,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:38.408,1.6060,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,40,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:38.808,2.0063,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,50,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:39.208,2.4062,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,60,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:39.608,2.8062,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,70,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:40.008,3.2060,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,80,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:40.408,3.6062,,slider,1,0,14.40,14.40,14.40,ACTIVE,NONE,90,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:40.808,4.0058,,slider,1,0,0.00,3.21,9.40,ACTIVE,NONE,100,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:41.208,4.4058,,slider,1,0,0.00,0.16,1.80,ACTIVE,NONE,110,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:41.608,4.8059,,slider,1,0,0.00,0.01,0.70,ACTIVE,NONE,120,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:42.008,5.2058,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,130,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:42.408,5.6060,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,140,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:42.808,6.0058,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,150,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:43.208,6.4057,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,160,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:43.608,6.8059,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,170,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:44.008,7.2059,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,180,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:44.408,7.6060,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,190,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:44.808,8.0059,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,200,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:45.208,8.4059,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,210,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:45.608,8.8058,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,220,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:46.008,9.2058,,slider,1,0,-23.00,-13.10,-4.30,ACTIVE,NONE,230,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:46.408,9.6063,,slider,1,0,-18.00,-34.70,-32.40,ACTIVE,NONE,240,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:46.808,10.0061,,slider,1,0,11.50,5.25,-6.90,ACTIVE,NONE,250,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:47.209,10.4066,,slider,1,0,10.00,11.01,8.40,ACTIVE,NONE,260,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:47.608,10.8062,,slider,1,0,18.00,13.08,10.30,ACTIVE,NONE,270,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:48.010,11.2080,,slider,1,0,18.00,17.76,16.20,ACTIVE,NONE,280,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:48.410,11.6083,,slider,1,0,18.00,17.99,17.90,ACTIVE,NONE,290,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:48.810,12.0084,,slider,1,0,18.00,18.00,17.90,ACTIVE,NONE,300,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:49.210,12.4079,,slider,1,0,0.00,2.75,9.80,ACTIVE,NONE,310,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:49.610,12.8080,,slider,1,0,0.00,0.14,1.90,ACTIVE,NONE,320,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:50.010,13.2081,,slider,1,0,0.00,0.01,0.20,ACTIVE,NONE,330,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:50.410,13.6080,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,340,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:50.810,14.0078,,slider,1,0,0.00,0.00,0.00,ACTIVE,NONE,350,0,P,P,0.00,released,RELEASED
2026-05-21 19:04:51.210,14.4082,,slider,1,0,0.00,0.00,-0.10,ACTIVE,NONE,360,0,P,P,0.00,released,RELEASED
